model,horizon,item_id,n,mae,rmse,mase,rmsse,mean_actual,bias,worst_abs_error
Chronos2-COV-LEAN,6,BE_BLOCK_OHT,142,0.6430201609873435,0.9971374880181849,0.6779545169102105,0.6238569738450024,1.7737323943661973,0.09485076469434821,5.188808526992798
Chronos2-COV-LEAN,6,BE_BLOCK_RO,142,0.005991355188085999,0.010406881666024645,0.4540649585721771,0.16737191243625194,0.009788732394366197,0.0011641685087496127,0.04102112695574761
Chronos2-COV-LEAN,6,CRICKET_GROUND_OHT,142,0.013754474278539422,0.05303770738163629,0.2436303252639995,0.41289871092826397,0.013380281690140848,0.012212771414713544,0.5586762925982476
Chronos2-COV-LEAN,6,F_BLOCK,142,0.27932097898402686,0.5998002782863469,0.47898583868484584,0.4967483119568832,0.6871126760563381,0.13224697915601058,4.617387590408325
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A1_BOYS,142,0.060959065978375956,0.08890408364998889,0.4589130062270829,0.41462096251497654,0.15492957746478872,0.011180910898346299,0.4175019037723541
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A2_GIRLS,142,0.05210020966093305,0.07898177847741543,0.382676412643921,0.3689898020557133,0.15971830985915494,0.009322481100827876,0.43523113608360287
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A3,142,0.08905272128086696,0.12539244816697734,0.5285405016999529,0.45690330004362323,0.18105633802816903,0.019753630830788276,0.5813740247488022
Chronos2-COV-LEAN,6,GJBC_BLOCK_1_A4_RO,142,0.006104093278745111,0.0366043310592849,0.10236059890936539,0.18451392447099332,0.0060563380281690145,0.005927056369378272,0.42998501618392765
Chronos2-COV-LEAN,6,GJBC_BLOCK_2_A1,142,0.11818392912686713,0.21137859921929295,0.567364874397469,0.5980298578453358,0.42133802816901406,0.012804409580331447,0.981817331314087
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3_A4_BOYS,142,0.5641022245648881,0.917865884462377,0.6815414667538702,0.5730754765440649,1.1424647887323942,0.05275296479883326,3.9776394653320315
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3__A1,139,0.269762855202174,0.9479660409928017,1.1034906746135504,0.8685292161663826,0.5150359712230216,0.13343756402139184,6.6474626994133
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3__A2,142,0.18949711707276362,0.416241133467854,0.4445525171116516,0.22792385549136548,0.3630985915492958,-0.02924614600732293,2.4464177322387695
Chronos2-COV-LEAN,6,GJBC_LAW_BLOCK_3__A3_GIRLS,142,0.14180494868419544,0.19097728182432253,0.5561457156154168,0.4220375476305172,0.3047887323943662,-0.03708841306222996,0.6077976822853088
Chronos2-COV-LEAN,6,G_BLOCK,142,0.34218593686399335,0.5372181560988054,0.6775721070024042,0.4691335142973586,0.9742957746478871,-0.09420268863019808,2.655339035987854
Chronos2-COV-LEAN,6,I&H_BLOCK,142,0.4299938299412459,1.5965697945501012,1.1328199773569523,1.4843278108424907,0.43302816901408453,0.4118702273511551,12.210231827497482
Chronos2-COV-LEAN,6,INFORMATION_CENTRE,142,0.01439847617449475,0.05988194831960313,1.6645295565144014,0.997738118162245,0.014084507042253521,0.013529514251145678,0.4795316034182906
Chronos2-COV-LEAN,6,IT_BLOCK,142,0.06521693394532506,0.11763451700311117,1.1122493134456217,0.7258537421642002,0.09190140845070423,0.022553604825491638,0.48980269014835354
Chronos2-COV-LEAN,6,ME_WORKSHOP_BLOCK,142,0.025666637726023168,0.03708458875663362,0.15497879344160523,0.05020123783993406,0.03492957746478873,0.007780206947469377,0.17563163608312607
Chronos2-COV-LEAN,6,MM_BLOCK,142,0.26055105283226765,0.40859878698854346,0.5891564305819722,0.526031789631192,1.0646478873239438,-0.1088857260892089,1.6609578132629395
Chronos2-COV-LEAN,6,MRD_BLOCK,142,0.6349874687194824,1.228061753888462,0.5272653990001167,0.42780127128514267,1.3928873239436619,0.3436985455096608,5.612053592205047
Chronos2-COV-LEAN,6,NBX,142,0.34574798714107186,0.5801114756159419,0.815018547253125,0.5642743647384582,0.7847887323943662,0.09105824439458443,2.893035478591919
Chronos2-COV-LEAN,6,NEW_BLOCK,142,0.033366160449427626,0.06013232975590064,0.482804755959049,0.45207367168828794,0.17204225352112676,0.0013844039259662086,0.3258364903926849
Chronos2-COV-LEAN,6,NEW_BLOCK_RO,142,0.0004218068011400198,0.0016516810800264992,0.20896259152896712,0.04963134906910141,0.00028169014084507044,0.00012985505604736088,0.00983344553038478
Chronos2-COV-LEAN,6,TECH_PARK,142,0.1433843831906856,0.2376039541284426,0.4184352841641237,0.2383311929962317,0.3949295774647887,-0.016686461118745135,1.1641495752334594
Chronos2-COV-LEAN,12,BE_BLOCK_OHT,286,0.671793472841903,1.086313813546633,0.7084572462235206,0.6799592324813222,1.8353846153846152,0.1804620051967514,5.539589929580688
Chronos2-COV-LEAN,12,BE_BLOCK_RO,286,0.00712243662456741,0.012396393665889741,0.5402043612914267,0.19949876698716676,0.010944055944055946,0.001014848914179769,0.05639921873807907
Chronos2-COV-LEAN,12,CRICKET_GROUND_OHT,286,0.011231390062224615,0.04392938050080414,0.19905879624515674,0.3421532070102577,0.010769230769230769,0.009637328958646819,0.55871876090765
Chronos2-COV-LEAN,12,F_BLOCK,286,0.33589131760013685,0.6759148011545305,0.5763674041012888,0.5608926814011572,0.6956993006993007,0.13834983360934092,4.6235986328125
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A1_BOYS,286,0.07170051320762068,0.11406271523855052,0.5398031429911777,0.5324681618247336,0.1651048951048951,0.02080954134985284,0.9476841545104981
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A2_GIRLS,286,0.06911684741402839,0.12668067163561267,0.5078664761928545,0.5930655783424648,0.1715034965034965,0.023446531651111747,1.0306029099225997
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A3,286,0.09794202719430824,0.15473266845675065,0.5812821189682462,0.5644290033789312,0.19671328671328672,0.032030425920978295,1.2471254694461822
Chronos2-COV-LEAN,12,GJBC_BLOCK_1_A4_RO,286,0.004860044099920482,0.026198426846996022,0.08154083228126546,0.13206863712117994,0.004825174825174826,0.00469843424430485,0.42998576985672116
Chronos2-COV-LEAN,12,GJBC_BLOCK_2_A1,286,0.11342802744228522,0.20855393044281728,0.5446880324452451,0.5899976976848932,0.40248251748251745,-0.007633944020404676,0.9763608241081239
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3_A4_BOYS,286,0.5495965974064139,0.9246411767505816,0.6638542809964169,0.5774601099483876,1.1934965034965035,0.11190171726100093,4.382665605545044
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3__A1,283,0.3516127668968781,1.3345111003749748,1.431686275328392,1.2186705318728503,0.6009540636042403,0.20986232501036708,14.598924474716187
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3__A2,286,0.17215872998421008,0.33401254681208353,0.4039590144910279,0.1829567090603225,0.42363636363636364,-0.010561202151792036,2.4509813022613525
Chronos2-COV-LEAN,12,GJBC_LAW_BLOCK_3__A3_GIRLS,286,0.1455964401781142,0.19369809902526994,0.5712799929221218,0.4285176304206851,0.3105594405594405,-0.029855726613448208,0.6114268898963928
Chronos2-COV-LEAN,12,G_BLOCK,286,0.375236125984392,0.6705587113834898,0.7432716180815183,0.586300172265574,0.9605244755244755,-0.10947913215710567,6.983377161026001
Chronos2-COV-LEAN,12,I&H_BLOCK,286,0.3070484622145866,1.3141792368667335,0.8118173819787768,1.2369015910165975,0.3064685314685314,0.2885118109467146,12.219499887824059
Chronos2-COV-LEAN,12,INFORMATION_CENTRE,286,0.016810808581645256,0.06732469311860144,1.9188629794108816,1.1199294105768363,0.01646853146853147,0.015939305383529695,0.4795221709832549
Chronos2-COV-LEAN,12,IT_BLOCK,286,0.05887263177366523,0.1088458644028715,1.0052436756374017,0.6723343080945813,0.08947552447552448,0.021270665034547553,0.4973957657814026
Chronos2-COV-LEAN,12,ME_WORKSHOP_BLOCK,286,0.025420602193766538,0.0448972487596592,0.15349989294743868,0.060494307119870916,0.035419580419580425,0.009520062672404144,0.47332734197378157
Chronos2-COV-LEAN,12,MM_BLOCK,286,0.2398652060465379,0.37715549873389426,0.5423173679391031,0.4853753268665961,1.1268881118881118,-0.0493674416558726,1.7388367652893066
Chronos2-COV-LEAN,12,MRD_BLOCK,286,0.6840879504080419,1.2450753546092834,0.5683635133127481,0.4338741822566922,1.3086013986013987,0.25755661791854806,5.610307652950286
Chronos2-COV-LEAN,12,NBX,286,0.33697760926259984,0.6142258748950824,0.7955149981634269,0.6017978508794433,0.786923076923077,0.09881785782067092,4.416161160469056
Chronos2-COV-LEAN,12,NEW_BLOCK,286,0.034280812923724834,0.06305259261194686,0.4962187782225966,0.47415214423525026,0.1729020979020979,0.0015962869866744621,0.3520630896091461
Chronos2-COV-LEAN,12,NEW_BLOCK_RO,286,0.0005694267264945054,0.0020969289296605183,0.2838106280613685,0.06339298987914947,0.00045454545454545455,0.00032270152626520063,0.009861375952605158
Chronos2-COV-LEAN,12,TECH_PARK,286,0.15760295489868084,0.27943960056652545,0.45993115614601177,0.2809604156800444,0.3816083916083916,-0.031007555348056166,1.2032006311416625
Chronos2-COV-LEAN,24,BE_BLOCK_OHT,564,0.7117061311556092,1.2278282562365401,0.7506753107652766,0.7687777417062189,1.9401241134751774,0.31231413809965686,6.958429441452026
Chronos2-COV-LEAN,24,BE_BLOCK_RO,564,0.007758001103065908,0.014137810109965253,0.5874237356741868,0.22653245855657295,0.01148936170212766,0.0024952250516623374,0.0899064476788044
Chronos2-COV-LEAN,24,CRICKET_GROUND_OHT,564,0.008877819136498457,0.03441119938994789,0.15738706803508626,0.26797382767463496,0.008421985815602837,0.007392566545423886,0.558829759657383
Chronos2-COV-LEAN,24,F_BLOCK,564,0.36636399454470225,0.827350552408564,0.6284515655381634,0.6868707419754295,0.709822695035461,0.1697999097290614,11.487160210609437
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A1_BOYS,564,0.07777439417304301,0.11475702660338048,0.5852899178605059,0.5350238093922023,0.15852836879432625,0.012249443778860655,0.948790312409401
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A2_GIRLS,564,0.07370566698623464,0.11843234945445659,0.541325302715486,0.5536280572078159,0.1647340425531915,0.018607365581477787,1.0323862063884734
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A3,564,0.09955027640499968,0.14753834503579766,0.5905377536700027,0.5375382475700936,0.1895390070921986,0.0222315436506525,1.248716138601303
Chronos2-COV-LEAN,24,GJBC_BLOCK_1_A4_RO,564,0.004039080759224726,0.019077465261915567,0.06773378059302762,0.0961698188299078,0.0040070921985815595,0.003885121667429025,0.429986510258168
Chronos2-COV-LEAN,24,GJBC_BLOCK_2_A1,564,0.11804991804221844,0.21282047243557722,0.5665826689068881,0.6018227984171544,0.4049468085106383,0.0008285791199680787,1.253579602241516
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3_A4_BOYS,564,0.5786907097253393,0.9676010388117278,0.6988399501960311,0.6040740478715726,1.280709219858156,0.17214598365286563,5.381608967781067
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3__A1,561,0.373482764672468,1.4209605380703394,1.5134634090513872,1.2903492870761695,0.6260071301247772,0.23147478519488995,14.60906996011734
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3__A2,564,0.17562696870548505,0.35403501885420646,0.41136578338084695,0.1933094461250361,0.4324468085106383,-0.040656192938909465,2.7586755752563477
Chronos2-COV-LEAN,24,GJBC_LAW_BLOCK_3__A3_GIRLS,564,0.14622983294175873,0.201595807094127,0.5733830548000189,0.4451735449929673,0.3408333333333334,-0.024571073955677925,1.1427481651306153
Chronos2-COV-LEAN,24,G_BLOCK,564,0.34360177598523756,0.7663718055836869,0.6809872781087516,0.6721089526907928,1.0315248226950353,-0.06010365576186078,12.524676141738892
Chronos2-COV-LEAN,24,I&H_BLOCK,564,0.315497121125037,1.4855423344082361,0.8363409165154102,1.4143154100488726,0.3141134751773049,0.29762442968098823,19.726419677734373
Chronos2-COV-LEAN,24,INFORMATION_CENTRE,564,0.017655352710528264,0.07091516978320572,2.0585143595242124,1.1891296814700774,0.017304964539007095,0.016656495224922265,0.5892469698190689
Chronos2-COV-LEAN,24,IT_BLOCK,564,0.063845056370297,0.12906062483390096,1.0931856869200678,0.7989765711096983,0.09443262411347518,0.029892650162470894,1.0616391241550445
Chronos2-COV-LEAN,24,ME_WORKSHOP_BLOCK,564,0.026557743778148443,0.049852006586032276,0.16024511144434067,0.06728474797034475,0.037429078014184394,0.012334954338082188,0.5590403442084789
Chronos2-COV-LEAN,24,MM_BLOCK,564,0.23735087212095868,0.3689423734192513,0.5365822751097211,0.4746736568278155,1.1443617021276598,-0.03451677684242844,1.740241527557373
Chronos2-COV-LEAN,24,MRD_BLOCK,564,0.7360476157048069,1.2938853047625238,0.611493353429428,0.4503131232475073,1.388758865248227,0.3191027012657612,10.635611433982849
Chronos2-COV-LEAN,24,NBX,561,0.349578699759621,0.8816391757585432,0.8253926442423455,0.8673376948192717,0.8031729055258466,0.11748874838551948,15.803887534141541
Chronos2-COV-LEAN,24,NEW_BLOCK,564,0.035322030802250756,0.06431588053884295,0.5109289422703744,0.48300982409363236,0.17489361702127657,0.005073210725441892,0.3604277181625366
Chronos2-COV-LEAN,24,NEW_BLOCK_RO,564,0.0004901979971038844,0.0019435943926790539,0.24411820261286518,0.058734968441924315,0.0003900709219858156,0.00027593479899017483,0.00989130871836096
Chronos2-COV-LEAN,24,TECH_PARK,564,0.17818219563639756,0.34103142461942365,0.5196545682288497,0.341364583286874,0.40037234042553194,-0.008440296123636526,3.7708055114746095
Chronos2-COV-LEAN,48,BE_BLOCK_OHT,1139,0.7302337854174378,1.2367045278584363,0.7702560252389975,0.7743276227186728,1.935873573309921,0.341253835834674,6.946977005004882
Chronos2-COV-LEAN,48,BE_BLOCK_RO,1139,0.00797312606811275,0.014623488617182892,0.6037151949245014,0.23425796520329886,0.01141352063213345,0.0027428542196757185,0.10582827135920525
Chronos2-COV-LEAN,48,CRICKET_GROUND_OHT,1139,0.009123406416398847,0.03471828595445187,0.1618156220312429,0.27035771681174986,0.008674275680421421,0.007676732274323467,0.5591566687822342
Chronos2-COV-LEAN,48,F_BLOCK,1139,0.37511293014692987,0.8409016050062853,0.6434526575067294,0.6980552251025265,0.716865671641791,0.18418248944475107,11.456866924762727
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A1_BOYS,1139,0.07990821041094828,0.11605553039340763,0.601257676621816,0.5409351971477504,0.15848990342405617,0.011718218081922676,0.9499619609117509
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A2_GIRLS,1139,0.07574496066052208,0.11949944788380751,0.5562233523866567,0.5584585998885799,0.16414398595259,0.01877220564944583,1.0338924604654312
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A3,1139,0.10156202077028309,0.14838539590146968,0.6023674021729369,0.5404664606699996,0.18919227392449517,0.02113844726878996,1.2489145028591155
Chronos2-COV-LEAN,48,GJBC_BLOCK_1_A4_RO,1139,0.004016453673271176,0.018999281015732,0.0673494429890174,0.09573369593676515,0.00398595258999122,0.0038691057575007213,0.4299865732388571
Chronos2-COV-LEAN,48,GJBC_BLOCK_2_A1,1138,0.11890729827757252,0.2143294829944427,0.5707034116777634,0.6061589792751428,0.4074692442882249,0.0011187422280780927,1.2576029157638549
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3_A4_BOYS,1139,0.5849085571579602,0.9719560100168245,0.7063349465509747,0.6067772440721894,1.2830465320456539,0.17193080654889475,5.368768339157104
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3__A1,1133,0.38518376695615264,1.439924007529927,1.5621912963442208,1.3090593233195096,0.6342365401588703,0.24301030752833505,14.625534193515778
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3__A2,1139,0.17778328481319183,0.35150149741675457,0.4163160845320187,0.1918256802179306,0.4311676909569798,-0.04350658512827175,2.7957825660705566
Chronos2-COV-LEAN,48,GJBC_LAW_BLOCK_3__A3_GIRLS,1139,0.15204806727783213,0.20692389166955988,0.5961310261358618,0.4568498992778807,0.33749780509218613,-0.03046306641662821,1.1359925746917725
Chronos2-COV-LEAN,48,G_BLOCK,1139,0.3485739806684305,0.7651429894850537,0.690880403542578,0.67091098976255,1.0233450395083408,-0.07657973998465802,12.530480918884278
Chronos2-COV-LEAN,48,I&H_BLOCK,1139,0.31401679518141173,1.5123035604880273,0.832178000953781,1.4385619929999565,0.3123090430201932,0.29665215610515877,19.726230343580244
Chronos2-COV-LEAN,48,INFORMATION_CENTRE,1139,0.017713189286304942,0.07046081695621699,2.0646224645544535,1.181129873326294,0.017383669885864792,0.016719901485530504,0.5892676097899675
Chronos2-COV-LEAN,48,IT_BLOCK,1139,0.06344068781032021,0.12947694508866556,1.086697003740128,0.8017966496852211,0.09395083406496928,0.03114395210566858,1.0663348972797393
Chronos2-COV-LEAN,48,ME_WORKSHOP_BLOCK,1139,0.026011902385761697,0.047623290144259846,0.15699391672221008,0.06433125283722743,0.036523266022827044,0.011639470375479053,0.5601277378201485
Chronos2-COV-LEAN,48,MM_BLOCK,1139,0.242507041090931,0.37697731182313726,0.5481973325243307,0.4849620190999518,1.1396049165935032,-0.04078163960610073,1.7493312358856201
Chronos2-COV-LEAN,48,MRD_BLOCK,1139,0.7919187023955755,1.3566045240962883,0.6580003175926209,0.4721513556377913,1.4137137840210712,0.35271498341221263,10.591685671806335
Chronos2-COV-LEAN,48,NBX,1133,0.34011166530589776,0.8594562155070775,0.8031899630357038,0.846258907100159,0.7871138570167696,0.0985565657596723,15.836695659160615
Chronos2-COV-LEAN,48,NEW_BLOCK,1139,0.03554739041533567,0.0646772213748344,0.5141689186220011,0.48568005937016845,0.17575065847234417,0.006364963700417577,0.3648920464515686
Chronos2-COV-LEAN,48,NEW_BLOCK_RO,1139,0.00046615272975744247,0.0019368460869496691,0.23210348851762588,0.058527583930834744,0.00038630377524143984,0.0002940813992125464,0.009938507389742881
Chronos2-COV-LEAN,48,TECH_PARK,1139,0.1796919295000758,0.34137028331320274,0.524070921475189,0.34167196930176513,0.4035557506584723,-0.00762874665649655,3.768695387840271
Chronos2-COV-LEAN,72,BE_BLOCK_OHT,1715,0.725816036591377,1.2080041516149482,0.765576078323196,0.7561965977564284,1.9161574344023324,0.34153343968627753,6.965458974838256
Chronos2-COV-LEAN,72,BE_BLOCK_RO,1715,0.007926274981718977,0.014342922824910648,0.6001571551381054,0.22990835549408947,0.01113119533527697,0.003004366598578045,0.10540463320910931
Chronos2-COV-LEAN,72,CRICKET_GROUND_OHT,1715,0.009622964885574563,0.03538326720559546,0.1708812712764261,0.27565674224880554,0.00917201166180758,0.008123913931103732,0.5590970045328141
Chronos2-COV-LEAN,72,F_BLOCK,1715,0.37759989976465874,0.8477314345282768,0.6476725832338301,0.703598323733093,0.7209271137026239,0.1944220635091598,11.462493841648103
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A1_BOYS,1715,0.08057243332066967,0.11693340125510356,0.6062247608815121,0.5449824617107465,0.158600583090379,0.011952608054824197,0.9669781482219697
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A2_GIRLS,1715,0.07669245823444498,0.12049360027824517,0.5631654478905544,0.5630399726193752,0.16416909620991255,0.019432938986895035,1.0360197055339813
